ツイートID,ツイートされた時間(日本時間),配信前ツイート,ぽえーむ
1499713448229609474,2022-03-04_20:48:44,"このあと22時からは🌟

📷写るんです📷

昔大流行した
「恐怖の森」作者さんの新作ホラー‼️

ひいいいいいいいい！！！！！！！！
「アノ顔」はぺこらでも知ってるぺこ😱

ガンバルゾ！！！！！！！！！！！

▽待機所▽
https://t.co/pzMXJOs4D1 https://t.co/E4z26WC2Ps","写ルンです…なにがうつるんです？
もしかして幽霊？心霊現象？
心霊写真ってよく聞くぺこだけどぺこーらは一度も見たことない。
みんなはある？時々テレビとかでやってるけどあれってマジなの？
いわこてじまいわこてじま
はああああああああああああああああああああああああああああああああああ "
1499338903534579717,2022-03-03_20:00:25,"このあと21時からは🌟

🦖ARK LOST ISLAND🦖

みんな…！！！！！！！！！
仲間が来てくれました…😭✨

今日はみんなでロストアイランドのボスに挑むぺこ！！！！！！！！！！！！！！！！！
負けられない戦いがここにある！！

▽待機所▽
https://t.co/WUotSNrZK9 https://t.co/imHGb9nHnT","みんな急だったのに集まってくれて…
ありがとう、こんなことになるとは思わなかったけど。
みんなで力を合わせて笑顔で…
いっぱい散ろうと思います！それでは。。。
ホロARK最初のボス戦…
よろぺこちゃんです！ "
1498963239681785858,2022-03-02_19:07:40,"このあと22時からは🌟

🍜Vampire Survivors🍜

待ちに待ったアプデがきｔらああああああああ！！！！！！！！！！

今日は新ステージをクリア✨✨
そして新キャラ新武器で遊んでみたいぺこ❣

▽待機所▽
https://t.co/INFyFYzUGp https://t.co/HfvosYo5BD","はやりに流行っておりますこのゲーム。
だって面白いぺこなんだもん、仕方ないよ。
大流行のヴァンパイアをぺこちゃんも思う存分楽しもうと思うぺこ。
今日は新ステージがきたらしいぺこだから誰がはやくクリアできるか勝負ぺこだあ！
まぁ、ぺこーらなんだろうけど！

めざせ30分以上生き残れ！！！ "
1498626944677859330,2022-03-01_20:51:21,"このあと23時30分からは🌟

🦕SurvivalQuizCITY🦕

面白そうなゲームを見つけて参りました！今日はもうすぐサービス開始のクイズ×アクション ハチャメチャバトロワゲーを先行体験するぺこおおおおおおお✨✨

1位！1位！1位を取りたい‼️

▽待機所▽
https://t.co/xDfb04KCvb https://t.co/PBaRCvmfBl","クイズとアクションを兼ね備えたゲームだって？
アクションの申し子そしてクイズ王と言われているぺこーらが無双してしまうかもしれないじゃないか
しかも今回はクイズに勝ち上がったやつが間違えたやつをぼこぼこにできるらしいぺこですねえ？
新しい、勝者が敗者を凹せるってなかなかないよねｗｗｗ "
1498277823064473606,2022-02-28_21:44:04,"このあと23時からは🌟

🎶🎤久しぶりの歌枠🎤🎶

ノド休みを経て高音が出るようになったぺこーらのお歌の時間じゃああああああああああああ！！！！！

深夜にまったり歌いましょ🎶

▽待機所▽
https://t.co/o4Biiov16G https://t.co/tAKFmudJ8y","ついにきちゃった。
アイドルぺこちゃん。いつもはわーわーうるさいぺこーらだけど、やっぱり歌っているぺこちゃんはアイドルそのもの。
こんな姿をみんなに見せるのはレアだから恥ずかしいな…えへへ。
夜のまったりしたこの環境で歌います。
しっとりとそして楽しく…高音よ響け・・・！！！ "
1497890159886749698,2022-02-27_20:03:38,"このあと21時からは🌟

💀Within Skerry💀

久しぶりにホラゲーをやります！！

夜といえばホラー…！
日曜といえばホラー…！

なんでやねん！ぺこ🐰‼️

▽待機所▽
https://t.co/MekCWr7okq https://t.co/RjIqyYwf5a","ママああああああ！！！
なんで人間は怖いもの見たさでホラーゲームとかホラー映画とか見たがるの？！
わからない！幽霊が本当にいたらどうするの！？みんなはみたことある？
ぺこーらはないけど金縛りにはあったことが1度だけある。
あの時はとっても怖かった夢なら覚めろ…そう願いながら二度と… "
1497511758667386887,2022-02-26_19:00:00,"このあと21時からは🌟

🍅Vampire Survivors🍅

3度目の正直！！！！！！！！
今日はクリア耐久と思ってもらって構わないぺこ‼️

やるぞ！やるぞ！やるぞー！！！

▽待機所▽
https://t.co/U0ezxbk4Pp https://t.co/tEHwvbAAXo","やっと、やっとできるよ！バンパイアサバイバー！！！
どうしてもやりたかった。
だってあんなに楽しかったんだもん。
そうぺこでしょ？いろいろなアイテムを駆使して爽快感のあるこのゲーム。
ぺこちゃんにぴったりじゃん！！！
いくぞ！バンパイア！勝つぞ！バンパイア！
クリアして見せるぺこ！！ "
1497152738022477826,2022-02-25_19:13:23,"このあと21時からは🌟

🍅Vampire Survivors🍅

待ってたぺこだぜこの時を！！！
超々面白かった話題の神ゲーVampire Survivorsを今日必ずやクリアしてみせるぺこ💪✨

にんにくしか勝たん！！！！！💓

▽待機所▽
https://t.co/PGFkLEev60 https://t.co/HMmtHrm5A5",すまぬ！めちゃめちゃやる気だったんだけど体調悪くなっちゃったから明日に変更するぺこ！何度も変更してごめんねぇ！とりあえず寝てくるぺこ！ 
1496409864805175300,2022-02-23_18:01:28,"このあと20時からは🌟

💉Vampire Survivors💉

いま超絶ミラクルハイパー流行ってるらしいこのゲームで遊ぶぺこおおおおおおおおおおお✨✨

ぺこらも遊んでみたいと思ってました❣
なにやら時間が溶けるとか…
まぁやってみっか！！！！！！！！

▽待機所▽
https://t.co/MzaQpFrUI5 https://t.co/tlWWNJNQsC","ばんぺいあ！
君はどうしてバンパイア！
ぺこーらの血を吸うの？やめてよ、ぺこーらヴァンパイになっちゃうじゃん
夜にしか遊べなくなるなんていやだ！
太陽の光を浴びないと体がどうにかなっちまう。
じゃあ、どうすればいい。
倒せ。ヴァンパイアを倒せ！
わかった
もう迷わない、あたいヴァンパイア "
1496086671120826373,2022-02-22_20:37:12,"このあと22時からは🌟

🌱Minecraft 🌱

超久しぶりの配信‼️
超久しぶりのマイクラ‼️

積もる話もあります…そして今日は猫の日🐱✨
やっと配信ぺこおおおおおおおおおおおおおおおおおおおおおおおおおお！おおおおおおおおおおおおおおおおおお！！！！！！！

▽待機所▽
https://t.co/teHd0QgXwV https://t.co/ARICJRy8fp","久しぶり！
みんなこれがぺこーらの本当の声だよ！
今までガラガラの声しか聴いてなかったと思うからそっちが本当だと思った？
違います、本当はこんなにトゥルトゥルな声ぺこなんです。
かわいいでしょ
今日は猫田ぺこーらが222匹猫を集めたいと思うにゃん！
猫の日だからにゃん！
久しぶりに語ろうや "
1493170230256111618,2022-02-14_19:28:19,"このあと21時からは🌟

🍫ノエスタオフコラボASMR講座🍫

ハッピーバレンタイン✨✨
綺麗なお姉さん達がみんなを癒すぺこ♪
といいたいところがASMR未体験のぺこーら…今日はノエル先生から学びます！！！！！

（まずはサムネで釣るぺこ！！）

▽待機所▽
https://t.co/GnQIIooT9F https://t.co/VgeNk4QEtC",始めます（ウィスパーボイス） 
1492659535651168258,2022-02-13_09:39:00,"このあと13時からは🌟

⚔ドラゴンクエスト8⚔

暗黒神ラプソーンは成長し強くなったぺこーら達によって打ち砕かれた…そして最高のエンディングを迎えた…☺️

はずなのに？
どうやらまだ物語は終わってないらしい
そんなの確かめるしかないぺこ‼️

▽待機所▽
https://t.co/ezjhgRIFtB https://t.co/IpgpOUwm0Q","本当のエンディングがあるってマ？！
先週は素敵なEDが見れたと思っていたのに、こっちのほうが新エンディング！？
スクエニさんどういうぺこですか！？
新エンディングはもっとハッピーになっちゃうの！？わからない、見ないとわからない！
ならやるっきゃない
そうでしょ？だって明日はバレンタイン "
1492092260103917568,2022-02-11_20:04:51,"このあと21時からは🌟

🦖ARK LOST ISLAND🦖

なんとこの世界には可愛い見た目をして一瞬でバケモノに変身するヤツが存在するらしいぺこ！！！！！！

そいつをみんなで捕まえにいこう✨✨
今日はちょい短めでヨロ！

▽待機所▽
https://t.co/3Sa0TJCSfL https://t.co/EZc0b2U3Ob","我が子をこの手であやめるときがくるだなんて…
思ってもいませんでした。
愛してやまないTEKたち。
けど、ごめんなさい。
私はダメな母親ね。。
可愛い仲間が欲しくてあなたたちに素材になってもらうだなんて。
ごめんなさい。こんなお母さんでごめんない。
ごめんなさい。ごめんなさい。 "
1491700966269554688,2022-02-10_18:09:59,"このあと20時からは🌟

🔴ポケモンレジェンズアルセウス🔴

前回はスマホと身一つで
異世界へ放り出されてしまったぺこーら

しかもどうやらこの世界のポケモンは
人々に恐れられているらしい🥺

とりあえず今を精一杯生きるしかねぇぺこ！！！

▽待機所▽
https://t.co/TOt9ukmUF3 https://t.co/TPNwuVAzMI","強い、この世界のポケモンはなんだかいつもより強い気がする。
レッドアイズのオヤブンポケモンもいるみたいだし、びっぱ君は大丈夫なんかい？
そう思っているけれども環境がすごすぎる。。。
ごめん、こんな風に思っちゃいけないよね？
君とならどこへだっていける気がする。
さぁ行こう夢の世界へ！ "
1491517259767971840,2022-02-10_06:00:00,"このあと7時からは🌟

🎮Nintendo Direct同時視聴🎮

朝ああああああああああああああ！！！！！！！！！！！！！！！！！！！
みんな起きてええええええええええええええええええ！！！！！！！！

今回はどんなゲームがくるだろう☺️
スプラ3の情報くるかな！？

▽待機所▽
https://t.co/yn9N6Tl11y https://t.co/05nWeHI7NI","ぐっどもおおおおおおおおおおおおおおおおおおおおんにんぐうううううううううううううううううううううううう！！！！
早起きは3文の得。
みんな起きて！
今日は雪予報！そしてニンダイのお時間です！！！！！！！！！！おきろおきろおきろおきろおきろ！！！！！ "
